SSN,DoB,Gender,FirstName,MiddleName,LastName,EyeColor,StreetAddress,CityName,State,ZipCode,CountryCode,PhoneNumber,EmailAddress,DriverNumber,DriverState,DriverExpiry,Latitude,Longitude,IsVeteran,HasLienRecord,HasBankruptcyRecord,HasArrestRecord,HasCriminalRecord
444-45-2274,1942-08-10,Female,Katherine,A.,Corlett,Blue,6 Park Avenue,Brooklyn,NY,11587,US,869-255-4904,KatherineCorlett42@hotmail.com,436-960-307,NY,2021-11-26,40.5691669241911,-74.0494248330487,False,True,False,False,False
577-62-6413,1963-09-30,Female,Ann,L.,Selvidge,Green,30 Bay Avenue,Brooklyn,NY,13985,US,514-718-0103,AnnSelvidge63@yahoo.com,510-075-522,NY,2020-04-22,40.6793005218276,-73.9778360382686,False,False,False,False,False
768-55-6225,1952-06-23,Male,Alistair,R.,Eggert,Brown,7 Middle Drive,Borough Of Queens,NY,11219,US,931-980-2432,AlistairEggert52@outbox.com,,,1900-01-01,40.6815801448388,-73.836549979846,True,False,False,False,False
563-47-3949,1976-05-19,Male,Jonathan,M.,Tatlow,Brown,3299 Third Avenue,Borough of Queens,NY,12001,US,396-521-8585,jonathan7617@aol.com,584-838-694,NY,2018-02-03,40.665190437258,-73.8958430715035,False,False,False,False,False
740-28-4192,1962-05-04,Male,E.,K.,West,Blue,149 Park Street,Borough of Queens,NY,11643,US,673-616-5174,E.West62@yahoo.com,502-450-656,NY,2017-08-06,40.6435301240488,-74.0048278911608,False,True,False,False,False
653-16-6065,1947-08-21,Male,James,J.,Magill,Brown,1 Green Boulevard,Manhattan,NY,12921,US,398-150-4692,james9038@yahoo.com,552-596-434,NY,2022-09-09,40.7722381337441,-73.9563561264802,False,False,False,True,True
048-53-8846,1958-03-04,Female,Christine,Kathleen,Porter,Hazel,376 Main Street,New York City,NY,13157,US,475-477-7486,christine.porter@yahoo.com,926-960-277,NY,2017-11-05,40.7164518057621,-74.0067985028969,True,True,False,False,False
233-79-2314,1961-03-19,Male,John,Carl,Vaughan,Blue,1817 Stone Avenue,New York City,NY,12049,US,549-219-2778,john2862@outlook.com,980-749-258,NY,2022-01-22,40.6966859956952,-73.9622986162034,False,False,False,False,False
270-47-8629,1952-02-03,Female,Elizabeth,Stephanie,Cowen,Brown,6073 Park Avenue,Gloversville,NY,13359,US,107-498-6526,,496-876-730,NY,2018-03-10,43.0525729770569,-74.3426962324075,False,False,False,False,False
851-16-6311,1951-07-05,Male,Carl,J.,Crow,Gray,498 Park Drive,New York City,NY,10455,US,956-828-9534,carl9857@hotmail.com,991-295-863,NY,2022-01-21,40.6132707012998,-73.936876979326,True,True,False,False,False
936-98-5928,1970-04-08,Male,Glenn,J.,Butcher,Brown,1584 Main Drive,New York City,NY,13649,US,980-745-6102,GlennButcher70@yahoo.com,511-079-651,NY,2017-11-14,40.7604779651906,-73.9318683790954,False,False,False,False,False
405-33-7433,1954-07-19,Male,Derick,O.,Blacker,Blue,1397 Mountain Street,Baldwinsville,NY,14338,US,824-963-3854,DerickBlacker54@aol.com,449-384-160,NY,2023-03-22,43.1587532188024,-76.332447314539,True,False,False,False,False
214-33-9579,1959-05-23,Female,Mollie,Julie,Butt,Brown,47 Moss Road,New York City,NY,10319,US,504-215-7399,mollie5957@aol.com,323-353-321,NY,2017-01-31,40.7061219108657,-74.0125703917281,False,True,False,False,False
200-38-9496,1951-02-11,Male,James,Jason,Bear,Brown,2 Church Drive,New York City,NY,14585,US,311-604-3043,,269-979-730,NY,2020-01-16,40.6932008970631,-73.9693759728589,True,False,False,False,False
583-24-9131,1965-04-22,Female,Brenda,S.,Skilling,Blue,1147 Cross Road,New York City,NY,10074,US,801-147-4139,brenda6594@gmail.com,510-815-151,NY,2016-11-03,40.8095259386549,-74.1053300164319,False,False,False,False,False
093-01-6932,1957-02-21,Female,Frances,S.,Bryd,Green,90 Eleventh Street,New York City,NY,10896,US,712-108-2310,frances3933@yahoo.com,978-306-081,NY,2022-12-25,40.70801944889,-74.0107569150382,False,False,False,False,False
561-44-8645,1956-11-30,Male,Ashok,A.,Dietrich,Brown,4 Park Street,Brooklyn,NY,13211,US,109-488-5278,ashok561@yahoo.com,447-076-904,NY,2019-08-24,40.6834662129275,-74.0021596113183,False,True,False,False,False
702-79-7189,1946-05-01,Male,Dennis,M.,Norgrove,Brown,9512 Main Drive,Cedarhurst,NY,10472,US,392-371-7767,DennisNorgrove46@gmail.com,642-158-670,NY,2023-05-01,40.6180741330854,-73.7276448384123,True,False,False,False,False
095-18-9965,1952-02-10,Female,Barbara,Jean,Thompson,Blue,168 Central Drive,New York City,NY,13210,US,855-654-6221,barbara.thompson@yahoo.com,840-587-540,NY,2018-09-04,40.7346305358104,-74.0279520825234,True,True,False,False,False
755-28-2213,1966-08-31,Female,Renu,A.,Qureshi,Brown,840 Spring Street,New York City,NY,12193,US,866-184-7712,,306-784-576,NY,2019-10-03,40.6465184561808,-73.7944858566416,False,False,False,False,False
454-29-1832,1979-08-02,Female,Brandie,A.,Hylton,Blue,9 Riverside Avenue,New York City,NY,12342,US,606-615-8860,brandie7943@yahoo.com,310-833-642,NY,2017-03-30,40.718800520426,-74.0104015626585,False,True,False,True,True
444-05-7613,1949-08-05,Female,Julia,M.,Willis,Blue,8 Business Road,Borough Of Queens,NY,13918,US,790-549-8892,JuliaWillis49@hotmail.com,861-876-685,NY,2017-09-25,40.7197856616274,-73.7489581261883,False,False,False,False,False
593-10-7697,1965-05-10,Male,William,Mathew,Flanery,Brown,113 Ninth Avenue,Baldwinsville,NY,13255,US,917-783-5678,WilliamFlanery65@yahoo.com,394-465-996,NY,2017-01-08,43.1547571136244,-76.3278614642608,False,False,False,False,False
120-64-6397,1948-07-21,Male,Francisco,Charles,Wellman,Blue,7 First Avenue,Schenectady,NY,10314,US,264-333-3631,francisco.wellman@mail.com,880-698-453,NY,2016-11-04,42.8146911624256,-73.9413843863589,True,False,False,True,False
851-77-5969,1972-10-03,Male,David,Harlan,Ferns,Blue,42 School Boulevard,Schenectady,NY,11993,US,807-145-1313,DavidFerns72@yahoo.com,918-004-209,NY,2017-11-17,42.821281542358,-73.9336142721867,False,False,False,False,False
985-07-1297,1955-07-21,Male,Don,Richard,Thomas,Brown,1912 Park Boulevard,Schenectady,NY,12377,US,681-191-8029,don7672@gmail.com,946-490-249,NY,2018-09-21,42.80536986,-73.9242834433426,False,False,False,False,False
940-32-8787,1962-01-27,Male,Edward,John,Mulhall,Blue,3 Holly Boulevard,Schenectady,NY,14937,US,637-864-1869,EdwardMulhall62@gmail.com,345-486-431,NY,2019-03-27,42.8251224173922,-73.9240377643506,False,False,False,False,False
192-59-1300,1957-07-14,Male,Michael,A.,Hayes,Blue,17 Green Avenue,New York City,NY,12659,US,426-664-8251,MichaelHayes57@hotmail.com,231-808-512,NY,2016-12-21,40.8470302927947,-73.9816371980822,False,False,False,False,False
844-64-0051,1955-06-12,Male,Huseyin,S.,Willsey,Green,50 Green Drive,New York City,NY,11656,US,524-420-0296,huseyin5580@yahoo.com,133-851-790,NY,2018-06-29,40.720833471007,-74.066168723194,True,False,False,False,False
271-74-0895,1957-08-19,Male,Louis,Philip,Burns,Brown,110 Church Street,New York City,NY,12143,US,748-330-6734,louis.burns@aol.com,882-953-198,NY,2022-10-30,40.5574470817469,-73.7721982850086,False,True,False,False,False
252-20-5000,1961-12-24,Male,Adam,C.,Bennison,Hazel,196 Seventh Street,New York City,NY,14848,US,406-959-4704,adam955@hotmail.com,806-254-984,NY,2017-07-14,40.7089959080716,-74.0105410744997,False,False,False,True,True
192-69-9200,1953-08-17,Male,Peter,D.,Bryant,Brown,7 Marsh Boulevard,East Massapequa,NY,12699,US,939-284-9422,peter9281@gmail.com,921-981-687,NY,2021-12-19,40.6744487031487,-73.4339056781766,False,False,False,False,False
129-62-9466,1960-09-10,Male,Paul,A.,Miah,Hazel,12 Vale Street,Jamestown,NY,10358,US,657-998-5701,PaulMiah60@hotmail.com,203-417-952,NY,2018-11-02,42.0970936159738,-79.2350564857618,True,True,True,True,False
103-11-4858,1958-07-27,Male,Edward,Kevin,Kinlaw,Blue,1 Vale Road,Mount Vernon,NY,12423,US,769-404-7740,edward.kinlaw@yahoo.com,125-791-209,NY,2020-05-21,40.9212172127031,-73.8396545722912,True,False,False,False,False
091-23-3593,1975-03-09,Male,Robert,T.,Chard,Gray,1164 Poplar Boulevard,Jamestown,NY,13130,US,114-219-1960,robert81@yahoo.com,169-711-727,NY,2021-12-20,42.0917826586661,-79.2316149188329,False,False,False,False,False
280-51-2861,1948-03-06,Male,Thomas,F.,Logan,Brown,6928 Willow Avenue,New York City,NY,12560,US,852-722-5407,ThomasLogan48@yahoo.com,251-045-735,NY,2020-09-18,40.7830328048509,-73.8893371834612,False,False,False,False,False
096-18-3376,1945-07-01,Male,Donny,A.,Weller,Brown,12 Oak Drive,New York City,NY,11086,US,682-643-4064,DonnyWeller45@hotmail.com,689-548-307,NY,2023-06-26,40.7079484851354,-73.993864209925,True,False,False,False,False
314-11-6498,1970-02-24,Female,Marilyn,S.,Henderson,Brown,484 Park Avenue,New York City,NY,14939,US,765-674-9106,MarilynHenderson70@yahoo.com,530-596-749,NY,2018-11-02,40.7890933775508,-74.2091278399413,False,True,False,False,False
216-65-5346,1954-06-12,Male,John,Curtis,Hoffmann,Brown,885 Green Avenue,Ossining,NY,11691,US,640-436-9732,,958-622-156,NY,2021-05-17,41.1651710613265,-73.8544318459981,False,False,False,False,False
470-51-5576,1950-09-02,Male,David,F.,Meister,Gray,106 Bank Boulevard,North Gates,NY,14846,US,678-189-6578,david7170@yahoo.com,167-594-981,NY,2021-06-06,43.1733189632479,-77.7020016901686,True,True,False,False,False
374-46-4296,1969-01-11,Female,Traci,Peggy,Perez,Blue,12 Main Avenue,North Gates,NY,13874,US,576-726-7867,traci6953@hotmail.com,654-692-272,NY,2017-06-03,43.1708895395097,-77.7067267888295,False,False,False,False,False
253-58-4141,1966-09-09,Male,Naeem,Y.,Vanhorn,Gray,25 Bay Street,North Gates,NY,10157,US,697-328-3611,NaeemVanhorn66@hotmail.com,160-464-084,NY,2022-05-02,43.1767974917232,-77.7125235026732,False,False,False,False,False
788-14-2003,1959-10-19,Male,John,William,Dooney,Green,1162 Long Drive,North Gates,NY,11434,US,396-372-4892,john5993@outbox.com,446-886-428,NY,2022-03-05,43.1756741183765,-77.7009785894372,False,True,False,False,False
661-49-7991,1940-12-15,Male,Richard,S.,Braithwaite,Green,973 Main Drive,New York City,NY,12116,US,378-950-3026,richard4052@outbox.com,760-530-723,NY,2023-04-28,40.6474497358134,-74.0946354892663,False,False,False,False,False
644-26-2171,1969-11-18,Female,Susan,Cynthia,Fishwick,Green,45 River Street,Mount Vernon,NY,13839,US,264-380-4205,susan4156@aol.com,787-305-127,NY,2017-11-06,40.9086001330474,-73.8286540939485,False,False,False,False,False
138-41-0539,1956-06-09,Male,P.,R.,Romero,Hazel,263 Main Boulevard,Mount Ivy,NY,14037,US,349-964-1737,p.5634@yahoo.com,385-371-553,NY,2021-05-18,41.1866782075443,-74.0348267042968,True,False,False,False,False
026-47-6569,1953-03-13,Female,Sherry,M.,Bicknell,Green,1 Green Boulevard,Brooklyn,NY,11760,US,460-655-3222,SherryBicknell53@gmail.com,694-106-954,NY,2021-03-13,40.5860069937178,-73.9106628815323,False,False,False,False,False
208-87-1659,1951-04-28,Male,A.,M.,Majid,Green,1 Green Road,Brooklyn,NY,12211,US,582-976-5561,a.5187@gmail.com,613-681-272,NY,2016-10-18,40.6528143016636,-73.950183552833,True,False,False,False,False
107-95-2780,1974-01-15,Female,Arlene,M.,McGrath,Brown,6552 Maple Boulevard,Brooklyn,NY,10187,US,988-979-9758,arlene.mcgrath@hotmail.com,,,1900-01-01,40.7047507114569,-73.8754337175424,False,False,False,False,False
274-86-1828,1969-09-30,Male,Wilfred,Brian,Morgan,Brown,3482 Park Boulevard,New York City,NY,13591,US,595-711-3690,WilfredMorgan69@gmail.com,740-858-588,NY,2022-08-31,40.7129304135811,-74.1401426364358,False,False,False,False,False
233-98-9540,1942-04-05,Male,Carl,Everett,Goodier,Brown,588 School Street,New York City,NY,11357,US,982-701-0417,CarlGoodier42@mail.com,,,1900-01-01,40.7675773254616,-74.1402241470551,True,False,False,False,False
615-32-5677,1946-09-23,Male,Alberto,Julio,Chaffer,Green,3 Bridge Street,New York City,NY,12355,US,324-593-2463,AlbertoChaffer46@hotmail.com,178-083-461,NY,2023-06-09,40.5804248875886,-74.012866803304,True,False,False,False,False
706-51-4043,1972-02-11,Male,Olen,G.,Drew,Brown,48 Green Avenue,New York City,NY,13401,US,429-345-4527,OlenDrew72@yahoo.com,981-269-755,NY,2020-02-29,40.7136098552438,-74.0105614233408,False,False,False,False,False
408-60-2274,1962-08-03,Male,D.,A.,Sanchez,Blue,2669 Dale Avenue,Eggertsville,NY,13154,US,935-346-1314,D.Sanchez62@yahoo.com,807-614-709,NY,2019-03-15,42.959016778734,-78.8080859481947,True,True,False,True,False
291-98-2958,1974-09-01,Female,Dorothy,Verity,Palacios,Gray,3194 County Street,Eggertsville,NY,11433,US,370-407-0418,DorothyPalacios74@yahoo.com,663-509-540,NY,2019-01-27,42.9634651047882,-78.8040651845859,False,True,False,False,False
159-77-9492,1974-02-17,Male,Thomas,D.,Theaker,Blue,367 Park Avenue,Mount Vernon,NY,13084,US,811-749-4958,ThomasTheaker74@hotmail.com,323-342-360,NY,2021-03-08,40.9181655459692,-73.8230932200453,False,True,False,False,False
381-58-8946,1940-11-17,Female,Maria,Winifred,Hodgson,Green,516 Main Street,New York City,NY,11193,US,330-231-8228,,235-224-547,NY,2018-06-28,40.6010053342818,-74.1710877260861,False,True,False,False,False
715-68-5851,1941-01-27,Female,Carmella,Sandra,Livingstone,Green,129 School Drive,Borough Of Bronx,NY,12983,US,912-956-6646,CarmellaLivingstone41@mail.com,216-799-501,NY,2019-10-08,40.8595411957938,-73.9965360985588,True,False,False,False,False
596-42-0179,1933-06-05,Male,Dennis,Jason,Gosling,Hazel,3477 Marsh Avenue,New York City,NY,14457,US,676-710-4408,DennisGosling33@yahoo.com,145-964-714,NY,2017-05-06,40.7465897174317,-73.8758692391958,False,False,False,False,False
936-63-2589,1947-06-15,Male,Elias,A.,Marrero,Brown,1 Main Avenue,New York City,NY,11938,US,371-601-3019,elias.marrero@hotmail.com,359-387-831,NY,2022-09-28,40.6957314766785,-74.2206546649997,True,True,True,False,False
667-15-4771,1956-07-02,Male,Ernest,R.,Buchanan,Brown,25 Seventh Street,New York City,NY,11367,US,489-272-3711,ernest3569@outlook.com,598-135-344,NY,2020-03-10,40.6635228897088,-73.9196790315806,False,False,False,False,False
003-53-4725,1956-08-17,Male,Harvey,Robert,Ripper,Gray,39 Vale Boulevard,Borough Of Queens,NY,14668,US,926-569-7988,harvey8902@aol.com,168-269-712,NY,2020-07-24,40.5914027257185,-73.9014825580895,True,True,False,False,False
746-34-0073,1970-03-28,Female,Sarah,Sonya,Johnson,Gray,54 Kings Boulevard,Borough of Queens,NY,12839,US,527-313-9785,SarahJohnson70@outlook.com,188-744-478,NY,2021-08-16,40.6649120368079,-73.8370724155117,False,False,False,False,False
005-01-6120,1961-04-21,Male,Stanley,Allan,Steeples,Blue,629 Bank Street,Borough of Queens,NY,12604,US,756-472-9278,stanley6124@outbox.com,675-881-560,NY,2018-12-09,40.7828461959452,-73.7456189657254,False,False,False,False,False
435-17-8696,1970-01-14,Female,Alicia,Sue,Morley,Gray,311 Park Boulevard,Borough of Queens,NY,10078,US,334-591-0105,alicia7562@outlook.com,445-866-618,NY,2019-10-16,40.6568677592259,-73.8463688163187,False,False,False,False,False
159-71-8272,1979-07-20,Male,John,V.,McGee,Green,4 Market Street,Borough of Queens,NY,11504,US,338-782-1729,JohnMcGee79@yahoo.com,902-337-945,NY,2018-09-24,40.7210659912333,-73.9437757061606,False,False,False,False,False
540-62-5625,1951-07-04,Female,Valerie,D.,Sanford,Brown,1 Main Avenue,Deer Park,NY,14816,US,109-119-4883,valerie1413@yahoo.com,859-309-433,NY,2017-04-28,40.7617282426443,-73.3291695512749,False,False,False,False,False
956-90-9063,1948-11-03,Male,Glen,Paul,Tilley,Blue,2184 Moss Boulevard,Manhattan,NY,14497,US,164-271-0166,GlenTilley48@gmail.com,909-189-534,NY,2017-10-27,40.8166358957309,-73.9171950751801,True,False,False,False,False
713-12-7554,1968-04-21,Male,Curtis,W.,Spicer,Brown,746 Dale Avenue,Manhattan,NY,14740,US,968-391-8317,curtis1638@hotmail.com,623-878-909,NY,2019-04-11,40.7658841286112,-73.9698086655785,False,False,False,False,False
183-54-4294,1951-03-28,Male,Kenneth,David,O'Hara,Gray,465 Prospect Drive,Brooklyn,NY,13518,US,564-959-9155,kenneth.o'hara@yahoo.com,187-651-076,NY,2016-08-15,40.6506500895216,-73.9498505883269,True,True,False,False,False
945-83-9804,1973-03-23,Male,Arthur,H.,Bourne,Green,3 Walnut Drive,Brooklyn,NY,14109,US,178-625-0981,arthur5434@hotmail.com,216-038-926,NY,2017-06-02,40.6530120165787,-73.9261717649609,False,False,False,False,False
874-98-9898,1959-12-19,Male,Gerald,J.,Cook,Brown,77 Green Avenue,Manhattan,NY,11078,US,613-148-0285,gerald104@yahoo.com,378-742-310,NY,2018-09-04,40.7770988595609,-73.9770674221546,True,True,False,False,False
354-10-0416,1965-07-31,Female,Jennifer,Virginia,Lennon,Brown,1 Pleasant Avenue,Manhattan,NY,12398,US,298-883-7795,jennifer8205@yahoo.com,365-675-071,NY,2017-07-13,40.7974770191079,-73.9048076358755,False,False,False,False,False
685-82-4657,1971-09-02,Male,Charles,T.,Shelton,Brown,1257 Chase Avenue,Manhattan,NY,10000,US,550-660-9887,CharlesShelton71@outbox.com,457-520-103,NY,2022-06-14,40.7881249467322,-73.9766549040552,False,False,False,False,False
509-35-8190,1959-01-28,Male,Norman,Ronald,Brown,Hazel,110 Green Street,Manhattan,NY,13885,US,760-786-4206,NormanBrown59@yahoo.com,947-254-195,NY,2017-05-08,40.8098460385912,-73.9938048494632,False,False,False,False,False
583-76-3010,1950-01-04,Male,G.,L.,Broussard,Blue,31 Princes Street,Troy,NY,10921,US,463-524-1364,G.Broussard50@gmail.com,841-547-718,NY,2022-03-02,42.7289688907818,-73.6898288916592,False,False,False,False,False
474-70-4210,1942-07-18,Male,Samuel,R.,Nicklin,Blue,41 Bridge Road,New York City,NY,13068,US,972-748-4377,samuel.nicklin@hotmail.com,988-484-380,NY,2020-08-31,40.7998349968318,-74.1828752572243,True,False,False,False,False
559-33-0429,1959-03-14,Male,Christopher,Daniel,Butt,Green,140 Broad Boulevard,Woodbury,NY,10616,US,727-828-3299,,901-309-727,NY,2019-02-21,41.3595683626206,-74.0997288026863,True,True,False,True,False
586-80-8128,1970-02-08,Male,Kenneth,I.,Whitefield,Green,58 Forest Drive,New York City,NY,10758,US,107-250-5525,KennethWhitefield70@gmail.com,259-965-740,NY,2016-08-10,40.6561212384668,-74.2494894244982,False,True,False,False,False
679-16-9781,1977-05-20,Female,Susan,C.,Linke,Blue,6642 Tower Street,New York City,NY,14871,US,767-680-0022,susan7712@yahoo.com,200-353-579,NY,2019-06-03,40.809315577015,-73.6742998190737,False,True,False,False,False
882-98-8250,1956-10-30,Male,Ivor,E.,Mealor,Gray,2812 Park Road,New York City,NY,14252,US,606-311-4152,IvorMealor56@mail.com,801-426-061,NY,2020-07-26,40.7856612362381,-73.6968599332886,False,True,False,True,False
744-66-8954,1943-04-03,Male,Randall,Lawrence,Gunderson,Gray,2035 Park Street,Yonkers,NY,14915,US,954-303-6408,randall4378@hotmail.com,620-123-872,NY,2019-05-09,40.929616232467,-73.9100647477809,True,False,False,False,False
191-24-1971,1962-04-23,Female,E.,V.,Ortez,Hazel,5 Beach Avenue,Yonkers,NY,12395,US,339-530-5581,e.4729@aol.com,751-286-686,NY,2016-09-10,40.9328182538888,-73.8925821760208,False,False,False,False,False
190-20-6716,1968-08-11,Female,Elizabeth,Sheila,Paschke,Blue,16 Main Boulevard,Yonkers,NY,14770,US,838-678-9892,elizabeth6860@hotmail.com,810-950-952,NY,2023-04-22,40.9566517217235,-73.9047668156236,False,False,False,False,False
040-39-4924,1973-08-02,Male,Glenn,A.,Harvey,Hazel,1519 School Boulevard,Yonkers,NY,12845,US,304-953-5416,,156-052-606,NY,2018-08-18,40.9132453760724,-73.9188919308908,False,True,False,True,False
744-97-1127,1963-07-08,Male,Trevor,S.,Springthorpe,Gray,1 Edge Road,New York City,NY,13306,US,867-364-7207,trevor.springthorpe@yahoo.com,182-973-226,NY,2023-02-23,40.6435974919185,-73.9403112631398,False,True,True,False,False
972-83-3146,1951-07-09,Male,Robert,P.,Marks,Blue,248 Seventh Road,New York City,NY,11373,US,399-698-5846,,912-359-138,NY,2018-05-20,40.8107717871788,-73.7922826190359,True,True,False,False,False
501-10-9564,1966-07-26,Male,Marco,Ryan,Judd,Hazel,1188 Main Road,New York City,NY,10975,US,754-127-6041,MarcoJudd66@hotmail.com,646-286-662,NY,2017-12-27,40.8053292732691,-74.1196536217361,False,False,False,False,False
277-61-7943,1953-10-03,Female,C.,M.,Cormack,Blue,1 Bank Road,Woodbury,NY,10793,US,512-543-1182,,552-974-576,NY,2020-07-31,41.3649583057741,-74.1093613943497,False,False,False,False,False
141-08-2902,1967-03-17,Female,Alyssa,G.,Williams,Hazel,1 Mill Street,New York City,NY,13397,US,170-837-0632,AlyssaWilliams67@outlook.com,719-612-705,NY,2018-01-27,40.7617816466573,-73.7517318504304,False,False,False,False,False
203-49-4469,1964-07-16,Female,R.,A.,Clark,Hazel,8095 Tenth Street,New York City,NY,13118,US,134-376-3415,r.7294@hotmail.com,658-828-477,NY,2020-05-26,40.8270633196909,-73.8709347366445,False,True,True,False,False
456-08-0680,1944-08-07,Male,Donald,M.,Lewis,Blue,338 Business Road,Manhattan,NY,12149,US,993-180-0021,DonaldLewis44@yahoo.com,942-453-889,NY,2023-03-17,40.8004935804266,-73.9779135884825,True,False,False,False,False
563-51-6906,1970-05-31,Male,Anthony,Salvatore,Smith,Blue,15 Copse Avenue,Borough Of Queens,NY,11093,US,532-172-6074,AnthonySmith70@hotmail.com,802-500-348,NY,2021-06-23,40.6763177119921,-73.814018803832,False,False,False,False,False
635-48-5526,1955-12-15,Male,Jesse,J.,Hopkins,Gray,1 Park Boulevard,New York City,NY,11556,US,834-750-3176,jesse5013@outlook.com,284-218-952,NY,2019-08-08,40.7566711965596,-73.7761601210929,True,False,False,False,False
195-26-9428,1959-03-14,Female,Monica,Cynthia,Yorke,Brown,15 Union Street,New York City,NY,14841,US,860-397-6208,monica.yorke@yahoo.com,794-714-699,NY,2022-02-26,40.9164666228567,-74.1326294565835,False,False,False,False,False
253-91-0295,1954-09-04,Male,Warren,R.,Shaw,Blue,6013 Central Street,New York City,NY,10081,US,109-640-4968,warren.shaw@hotmail.com,602-521-914,NY,2021-11-20,40.8885768235664,-74.2487479877121,False,False,False,False,False
209-06-3637,1936-11-13,Male,J.,B.,Warmington,Hazel,4 Lake Boulevard,Borough Of Queens,NY,12512,US,854-112-6302,j.3678@hotmail.com,796-197-408,NY,2020-03-11,40.7280546463153,-73.9088918989291,True,True,False,False,False
206-70-2980,1967-03-12,Male,Roger,E.,Kenworthy,Blue,1543 Kings Boulevard,Borough of Queens,NY,12170,US,174-241-3677,roger.kenworthy@outlook.com,409-965-145,NY,2020-02-26,40.6238204616886,-73.9349748425521,False,False,False,False,False
829-57-3742,1948-09-11,Male,John,A.,Graham,Green,7 Seventh Drive,New York City,NY,14851,US,433-791-6166,,180-070-079,NY,2021-11-14,40.6198927503189,-74.3972896935071,False,True,False,False,False
775-60-4397,1957-07-06,Female,Gillian,Mary,Hatchett,Hazel,1188 Tower Street,Cheektowaga,NY,13183,US,583-728-4022,gillian890@gmail.com,526-528-454,NY,2019-10-31,42.9038414286726,-78.7541550063352,False,True,False,False,False
718-31-5119,1965-11-04,Female,Jennifer,Virginia,Goddard,Brown,838 First Boulevard,Woodbury,NY,12299,US,233-598-6247,,424-468-016,NY,2017-07-23,41.3599381065955,-74.1023406704498,False,True,False,False,False
308-12-2659,1943-10-08,Male,Walter,B.,Fitting,Hazel,1290 Park Boulevard,Hamburg,NY,13532,US,312-631-7591,WalterFitting43@outbox.com,581-460-640,NY,2019-02-07,42.7186349495191,-78.8380710159338,True,False,False,False,False
729-39-8973,1962-08-12,Female,Theresa,,Hartman,Green,2413 Park Drive,Hamburg,NY,12575,US,828-178-7009,theresa.hartman@gmail.com,529-987-485,NY,2016-10-14,42.7143919210626,-78.8324105009594,False,False,False,False,False
924-09-6716,1961-11-03,Female,Pamela,L.,Palmer,Brown,4164 Rose Road,Hamburg,NY,12142,US,822-277-6836,PamelaPalmer61@outlook.com,233-845-249,NY,2018-07-29,42.7138431991645,-78.8294023275708,False,False,False,False,False
324-51-9921,1966-08-31,Female,Monica,J.,Withington,Gray,103 Green Avenue,Hamburg,NY,12829,US,310-164-8913,MonicaWithington66@outlook.com,721-465-166,NY,2021-07-12,42.7172997819738,-78.8244901995396,False,True,False,False,False
008-57-5624,1948-02-20,Female,Margaret,Dorothy,Dalvi,Green,115 Cross Boulevard,Medford,NY,12911,US,606-570-0037,,104-964-276,NY,2020-12-26,40.8116229372614,-73.0006148811228,False,False,False,False,False
301-80-7692,1941-12-26,Male,Shaun,Kin,Lye,Gray,406 Bank Boulevard,West Albany,NY,13108,US,816-833-8702,shaun4173@yahoo.com,490-714-797,NY,2021-08-20,42.6917210025894,-73.7761606103063,True,True,False,True,False
466-21-0610,1968-09-01,Female,Lisa,A.,Russon,Brown,914 Civic Street,West Albany,NY,13457,US,798-193-6632,lisa6840@mail.com,799-316-766,NY,2022-06-17,42.6929669051135,-73.762688644066,False,False,False,False,False
059-27-7885,1982-01-16,Male,David,James,Friar,Gray,9 Green Street,West Albany,NY,13298,US,828-895-8394,DavidFriar82@outbox.com,,,1900-01-01,42.6855110196972,-73.7825232486508,False,False,False,False,False
441-89-7289,1947-01-13,Female,Lisa,F.,Diggs,Hazel,85 Church Drive,Manhattan,NY,11964,US,524-974-7142,lisa4757@aol.com,119-460-263,NY,2016-11-11,40.8030843083633,-74.0317386855205,False,False,False,False,False
461-36-6868,1954-08-09,Female,Ruth,Dona,Niebuhr,Blue,9 Market Street,Riverhead,NY,11676,US,432-329-3657,ruth3819@hotmail.com,522-075-744,NY,2017-11-29,40.9165516132301,-72.6621947520956,True,True,False,False,False
874-94-7437,1949-07-07,Male,Dean,K.,Grew,Hazel,14 Fourteenth Street,Valley Stream,NY,12125,US,820-471-9662,DeanGrew49@hotmail.com,853-407-803,NY,2023-05-04,40.6564788621213,-73.7108725492228,True,False,False,False,False
937-62-0095,1964-05-22,Female,Jean,Mary,Thomas,Brown,17 Kings Street,Riverhead,NY,11795,US,249-777-2181,,219-656-179,NY,2021-09-28,40.9167101602201,-72.6641898328628,False,False,False,False,False
598-88-8529,1959-10-14,Male,Michael,Alfredo,Shaw,Brown,145 Main Boulevard,Riverhead,NY,11383,US,661-291-4336,MichaelShaw59@hotmail.com,547-934-527,NY,2023-05-25,40.9103010739889,-72.6600080587498,False,False,False,False,False
177-90-4008,1961-01-04,Female,Patricia,A.,Vercoe,Green,42 Hospital Street,West Islip,NY,12620,US,483-776-5302,patricia.vercoe@gmail.com,702-211-305,NY,2019-07-29,40.7085364201977,-73.3116716424833,True,False,False,False,False
210-72-4163,1946-12-28,Female,Margaret,V.,Mingus,Brown,162 Business Avenue,Mount Vernon,NY,12874,US,571-674-2598,MargaretMingus46@mail.com,849-725-912,NY,2020-12-18,40.8956992129742,-73.865274056896,False,False,False,False,False
