ClaimId,ClaimantName,ClaimantSSN,ClaimantDoB,Role,VetName,VetSSN,VetDoB,ClaimFromAddress,ClaimFromLatitude,ClaimFromLongitude,FromTravelDate,FromTravelType,ClaimToAddress,ClaimToLatitude,ClaimToLongitude,ToTravelDate,ToTravelType,Mileage,ItemizedExpenses,TreatmentDate,FacilityName,FacilityAddress,FacilityLatitude,FacilityLongitude,ClaimDate
3000163,Latasha L. Carter,745-00-3627,7/21/1969,CareGiver,Kyle J. Miller,625-44-0228,11/19/1953,"278 Mountainview Drive San Diego, CA 92126",40.65027926,-73.95464635,11/1/2016,Car,"2135 Burgener Blvd, San Diego, CA 92110",40.70145909,-74.00132515,11/1/2016,Car,69,Mileage charge of $34.27,11/1/2016,Miramar National Cemetery,"2790 Truxton Road, Suite 130, San Diego, CA 92106",40.807493,-73.94415,11/4/2016
3000166,Robert Daniel Shaffer,331-60-7960,5/23/1950,Attendant,Jonathan Eric Guerra,815-02-7024,3/27/1946,"927 Euclid Ave San Diego, CA 92114",40.73075486,-73.68962987,11/7/2016,Train,"2570 Burgener Blvd, San Diego, CA 92110",41.08273083,-74.01853068,11/7/2016,Train,27,Train fare of $27.50,11/7/2016,Mission Valley Clinic,"2790 Truxton Road, Suite 130, San Diego, CA 92106",40.807493,-73.94415,11/8/2016
3000168,Ronald Dominic Bargas,645-48-1416,7/17/1951,CareGiver,Scott J. Grew,770-38-7864,1/9/1954,"332 Birchwood Street San Diego, CA 92120",40.72839409,-73.9841897,11/11/2016,Bus,"2621 Arnott St, San Diego, CA 92110",40.73291652,-73.2467818,11/11/2016,Bus,24,Bus fare of $23.63,11/11/2016,Rio Clinic,"2790 Truxton Road, Suite 130, San Diego, CA 92106",40.807493,-73.94415,11/12/2016
3000167,James J. Hanson,543-02-7166,11/11/1967,CareGiver,Kenneth David O'Hara,183-54-4294,3/28/1951,"7844 Homewood Pl. San Diego, CA 91942",40.71598848,-73.99835761,11/10/2016,Bus,"3534 Yosemite St, San Diego, CA 92109",40.65065009,-73.94985059,11/10/2016,Bus,15,Bus fare of $14.72,11/10/2016,"San Diego Regional Benefit Office, 8810 Rio San Diego Drive, San Diego, CA 92108","2790 Truxton Road, Suite 130, San Diego, CA 92106",40.807493,-73.94415,11/15/2016
3000160,Jean M. Chartres,867-12-0833,2/22/1970,CareGiver,Stuart James Sutton,857-22-2407,5/28/1944,"4644 Denwood Rd, La Mesa, CA 91942",40.60585614,-73.72036838,10/30/2016,Car,"3534 Yosemite St, San Diego, CA 92109",40.70872751,-73.92487103,10/30/2016,Car,104,Mileage charge of $51.76; Toll fees of $4.24,10/30/2016,San Diego Vet Center,"2790 Truxton Road, Suite 130, San Diego, CA 92106",40.807493,-73.94415,11/16/2016
3000169,Richard I. Myers,316-28-6972,1/6/1954,,Richard I. Myers,316-28-6972,1/6/1954,"6927 Amherst Street San Diego, CA 92105",40.64313874,-73.78484625,11/13/2016,Car,"3341 Riviera Dr, San Diego, CA 92109",40.56253635,-73.7696977,11/13/2016,Car,32,Mileage charge of $16.20,11/13/2016,Sorrento Valley Clinic,"2790 Truxton Road, Suite 130, San Diego, CA 92106",40.807493,-73.94415,11/19/2016
3000164,Mary M. Lee,324-96-7520,3/20/1968,CareGiver,Frank Dean Walding,314-30-7954,10/9/1953,"4818 68th St, San Diego, CA 92115",40.64840652,-73.88633156,11/2/2016,Bus,"59 Strawberry Street San Diego, CA 92117",40.6687938,-73.8754195,11/2/2016,Bus,16,Bus fare of $15.72,11/2/2016,VA San Diego Healthcare System,"2790 Truxton Road, Suite 130, San Diego, CA 92106",40.807493,-73.94415,11/23/2016
3000149,Ronald Dominic Bargas,645-48-1416,7/17/1951,CareGiver,Scott J. Grew,770-38-7864,1/9/1954,"6758 Rosefield Dr, San Diego, CA 92115",40.72839409,-73.9841897,11/9/2016,Car,"59 Strawberry Street San Diego, CA 92117",40.73291652,-73.2467818,11/9/2016,Car,89,Mileage charge of $44.56; Parking fees of $9.34,11/9/2016,ASPIRE Center,"2790 Truxton Road, Suite 130, San Diego, CA 92106",40.807493,-73.94415,11/24/2016
3000170,John V. McGee,159-71-8272,7/20/1979,Attendant,Harvey Robert Ripper,003-53-4725,8/17/1956,"2839 Dale St, San Diego, CA 92104",40.72106599,-73.94377571,11/17/2016,Car,"3343 43rd St, San Diego, CA 92105",40.59140273,-73.90148256,11/17/2016,Car,20,Mileage charge of $10.21,11/17/2016,Fort Rosecrans National Cemetery,"2790 Truxton Road, Suite 130, San Diego, CA 92106",40.807493,-73.94415,11/27/2016
3000175,Steven P. Wright,605-09-6276,11/15/1951,CareGiver,Ronald Dominic Bargas,645-48-1416,7/17/1951,"1142 Manchester St, National City, CA 91950",40.69230133,-74.04136888,11/29/2016,Bus,"3343 43rd St, San Diego, CA 92105",40.72839409,-73.9841897,11/29/2016,Bus,11,Bus fare of $10.53,11/29/2016,"Intake Site At Marine Corps Air Station, Miramar","2790 Truxton Road, Suite 130, San Diego, CA 92106",40.807493,-73.94415,12/7/2016
3000179,Roy Matthew Murillo,136-87-1475,2/1/1966,Attendant,Michael M. Shapter,616-45-0192,12/24/1945,"278 Mountainview Drive San Diego, CA 92126",40.66633177,-74.06904969,12/7/2016,Train,"3343 43rd St, San Diego, CA 92105",40.64177269,-73.96062495,12/7/2016,Train,69,Train fare of $68.89; Taxi fares of $41.23; Meal bill of $58.76,12/7/2016,Intake Site At Marine Corps Recruit Depot (MCRD),"2790 Truxton Road, Suite 130, San Diego, CA 92106",40.807493,-73.94415,12/8/2016
3000176,Louis J. Overend,543-78-0139,2/8/1956,CareGiver,Hector Kevin Lawless,490-96-0357,4/7/1947,"278 Mountainview Drive San Diego, CA 92126",40.61296941,-73.85150536,12/3/2016,Car,"3343 43rd St, San Diego, CA 92105",40.63895595,-73.75977764,12/3/2016,Car,19,Mileage charge of $9.56; Parking fees of $9.98,12/3/2016,Intake Site At Naval Medical Center San Diego,"2790 Truxton Road, Suite 130, San Diego, CA 92106",40.807493,-73.94415,12/10/2016
3000172,Charles L. Deberry,491-99-3853,8/3/1964,Attendant,David W. Dillard,217-52-8931,3/23/1966,"59 Strawberry Street San Diego, CA 92117",40.68709409,-74.00805517,11/21/2016,Car,"57 Pennsylvania St. San Diego, CA 92126",40.72794025,-74.0700989,11/21/2016,Car,36,Mileage charge of $18.16; Parking fees of $8.64,11/21/2016,Miramar National Cemetery,"2790 Truxton Road, Suite 130, San Diego, CA 92106",40.807493,-73.94415,12/14/2016
3000183,Kenneth I. Whitefield,586-80-8128,2/8/1970,Attendant,Samuel R. Nicklin,474-70-4210,7/18/1942,"6758 Rosefield Dr, San Diego, CA 92115",40.65612124,-74.24948942,12/13/2016,Car,"3343 43rd St, San Diego, CA 92105",40.799835,-74.18287526,12/13/2016,Car,61,Mileage charge of $30.53,12/13/2016,Mission Valley Clinic,"2790 Truxton Road, Suite 130, San Diego, CA 92106",40.807493,-73.94415,12/14/2016
3000178,Ronald John Pattni,755-13-0725,3/29/1945,,Ronald John Pattni,755-13-0725,3/29/1945,"2839 Dale St, San Diego, CA 92104",40.76634654,-73.83367946,12/5/2016,Bus,"278 Mountainview Drive San Diego, CA 92126",40.56351163,-74.13981323,12/5/2016,Bus,15,Bus fare of $14.81,12/5/2016,Rio Clinic,"2790 Truxton Road, Suite 130, San Diego, CA 92106",40.807493,-73.94415,12/16/2016
3000171,Nino M. Stocks,665-53-2074,9/25/1966,CareGiver,Mimi H. Heslop,232-35-8532,2/21/1955,"1142 Manchester St, National City, CA 91950",42.62808682,-73.83743666,11/19/2016,Bus,"278 Mountainview Drive San Diego, CA 92126",42.62013361,-73.82909568,11/19/2016,Bus,8,Bus fare of $8.12,11/19/2016,"San Diego Regional Benefit Office, 8810 Rio San Diego Drive, San Diego, CA 92108","2790 Truxton Road, Suite 130, San Diego, CA 92106",40.807493,-73.94415,12/17/2016
3000184,Ivor E. Mealor,882-98-8250,10/30/1956,Donor,Samuel R. Nicklin,474-70-4210,7/18/1942,"278 Mountainview Drive San Diego, CA 92126",40.78566124,-73.69685993,12/13/2016,Car,"278 Mountainview Drive San Diego, CA 92126",40.799835,-74.18287526,12/13/2016,Car,82,Mileage charge of $41.02; Meal bill of $55.58,12/13/2016,San Diego Vet Center,"2790 Truxton Road, Suite 130, San Diego, CA 92106",40.807493,-73.94415,12/20/2016
3000182,Martin Eddie Walsh,274-57-0041,12/5/1959,Attendant,Charles J. Wilkins,260-47-2853,1/21/1952,"278 Mountainview Drive San Diego, CA 92126",40.70164419,-73.83297535,1/2/2017,Car,"150 Fifth Street San Diego, CA 92114",40.66366941,-73.98978045,1/2/2017,Car,18,Mileage charge of $9.23,1/2/2017,Sorrento Valley Clinic,"2790 Truxton Road, Suite 130, San Diego, CA 92106",40.807493,-73.94415,1/13/2017
3000191,Michael Alfredo Shaw,598-88-8529,10/14/1959,Attendant,Ruth Dona Niebuhr,461-36-6868,8/9/1954,"59 Strawberry Street San Diego, CA 92117",40.91030107,-72.66000806,12/29/2016,Car,"668 Orange Ave. San Diego, CA 92126",40.91655161,-72.66219475,12/29/2016,Car,46,Mileage charge of $23.18,12/29/2016,VA San Diego Healthcare System,"2790 Truxton Road, Suite 130, San Diego, CA 92106",40.807493,-73.94415,1/20/2017
